SITE CODE= 67016ó÷ìáésñÂëOí¨ëñèo        ,37.4962,137.2705,15.86,7.6,45292.67387,8.93,15.21
 LAT.=   37.2871,,,,,,,
 LON.=  136.7680,,,,,,,
 SAMPLING RATE= 100Hz,,,,,,,
 UNIT  = gal(cm/s/s),,,,,,,
INITIAL TIME = 2024 01 01 16 10 10,,,,,,,
 NS,EW,UD,,,,,
0.025,0.004,-0.014,,,,,
0.024,0.003,-0.007,,,,,
0.021,0.003,-0.005,,,,,
0.022,0,-0.015,,,,,
0.024,-0.003,-0.018,,,,,
0.023,0,-0.014,,,,,
0.03,-0.002,-0.008,,,,,
0.036,-0.009,-0.002,,,,,
0.031,-0.009,-0.003,,,,,
0.025,-0.009,-0.008,,,,,
0.03,-0.018,-0.008,,,,,
0.034,-0.025,-0.003,,,,,
0.031,-0.021,-0.001,,,,,
0.025,-0.017,-0.001,,,,,
0.025,-0.022,-0.005,,,,,
0.031,-0.028,-0.007,,,,,
0.035,-0.022,-0.006,,,,,
0.03,-0.016,-0.007,,,,,
0.028,-0.016,-0.002,,,,,
0.028,-0.018,0.007,,,,,
0.023,-0.022,0.008,,,,,
0.016,-0.024,0,,,,,
0.015,-0.022,-0.007,,,,,
0.016,-0.019,-0.009,,,,,
0.015,-0.019,-0.013,,,,,
0.012,-0.024,-0.019,,,,,
0.007,-0.024,-0.018,,,,,
0.003,-0.014,-0.007,,,,,
0.004,-0.009,-0.001,,,,,
0.006,-0.018,-0.008,,,,,
0.008,-0.023,-0.014,,,,,
0.007,-0.018,-0.004,,,,,
0.002,-0.013,0,,,,,
-0.002,-0.01,-0.006,,,,,
-0.001,-0.01,-0.006,,,,,
-0.002,-0.014,-0.002,,,,,
-0.001,-0.015,-0.002,,,,,
-0.002,-0.008,-0.001,,,,,
-0.001,-0.001,0.001,,,,,
0.002,0.002,-0.001,,,,,
-0.001,0.004,-0.004,,,,,
-0.005,0.004,-0.005,,,,,
-0.004,0.003,-0.007,,,,,
0,0.006,-0.002,,,,,
-0.001,0.01,0.001,,,,,
-0.006,0.008,-0.001,,,,,
-0.008,0.003,-0.007,,,,,
-0.003,0.003,-0.007,,,,,
-0.004,0.005,-0.002,,,,,
-0.011,0.003,-0.004,,,,,
-0.014,0.004,-0.011,,,,,
-0.011,0.004,-0.012,,,,,
-0.01,0,-0.011,,,,,
-0.011,-0.003,-0.007,,,,,
-0.011,-0.001,-0.001,,,,,
-0.01,0.002,-0.006,,,,,
-0.01,0,-0.019,,,,,
-0.01,-0.001,-0.013,,,,,
-0.011,-0.001,0.003,,,,,
-0.013,-0.006,-0.002,,,,,
-0.012,-0.009,-0.016,,,,,
-0.012,-0.007,-0.013,,,,,
-0.018,-0.011,-0.007,,,,,
-0.023,-0.015,-0.008,,,,,
-0.025,-0.012,-0.002,,,,,
-0.026,-0.013,0.007,,,,,
-0.023,-0.019,0.002,,,,,
-0.019,-0.02,-0.005,,,,,
-0.023,-0.019,-0.002,,,,,
-0.024,-0.021,0.001,,,,,
-0.016,-0.023,0.001,,,,,
-0.014,-0.025,0.001,,,,,
-0.022,-0.025,-0.003,,,,,
-0.022,-0.018,-0.004,,,,,
-0.015,-0.016,0.002,,,,,
-0.012,-0.022,-0.001,,,,,
-0.013,-0.022,-0.004,,,,,
-0.011,-0.021,0.001,,,,,
-0.006,-0.025,0.003,,,,,
0,-0.028,0,,,,,
0.005,-0.031,0.001,,,,,
0.006,-0.031,0.005,,,,,
0.001,-0.027,0.005,,,,,
0.002,-0.026,0,,,,,
0.009,-0.026,-0.004,,,,,
0.007,-0.027,0.001,,,,,
0.004,-0.034,0.005,,,,,
0.007,-0.038,-0.001,,,,,
0.008,-0.035,-0.007,,,,,
0.007,-0.032,-0.005,,,,,
0.004,-0.033,-0.007,,,,,
0.004,-0.037,-0.01,,,,,
0.006,-0.036,0,,,,,
0.001,-0.029,0.007,,,,,
-0.005,-0.027,-0.004,,,,,
-0.004,-0.034,-0.01,,,,,
-0.002,-0.039,-0.001,,,,,
-0.008,-0.031,0.007,,,,,
-0.014,-0.024,0.005,,,,,
-0.011,-0.024,-0.002,,,,,
-0.006,-0.021,-0.001,,,,,
-0.007,-0.016,0.008,,,,,
-0.011,-0.019,0.011,,,,,
-0.017,-0.023,0.007,,,,,
-0.024,-0.021,0.007,,,,,
-0.02,-0.018,0.008,,,,,
-0.011,-0.016,0.008,,,,,
-0.016,-0.014,0.011,,,,,
-0.018,-0.011,0.014,,,,,
-0.012,-0.009,0.014,,,,,
-0.013,-0.013,0.009,,,,,
-0.018,-0.018,0.004,,,,,
-0.017,-0.015,0.002,,,,,
-0.017,-0.01,0.002,,,,,
-0.019,-0.009,0.007,,,,,
-0.016,-0.008,0.014,,,,,
-0.011,-0.004,0.012,,,,,
-0.008,0.002,0.007,,,,,
-0.009,0.005,0.007,,,,,
-0.011,0.005,0.007,,,,,
-0.014,0.005,0.004,,,,,
-0.01,0.005,0.005,,,,,
-0.003,0.005,0.008,,,,,
-0.005,0.004,0.009,,,,,
-0.01,0.003,0.011,,,,,
-0.009,0.007,0.008,,,,,
-0.005,0.011,0.001,,,,,
-0.007,0.012,0.001,,,,,
-0.012,0.012,0.005,,,,,
-0.014,0.009,0.013,,,,,
-0.012,0.006,0.012,,,,,
-0.014,0.004,0.004,,,,,
-0.016,0.002,-0.001,,,,,
-0.016,0.002,0.005,,,,,
-0.018,0,0.01,,,,,
-0.022,-0.004,0.003,,,,,
-0.029,-0.003,-0.005,,,,,
-0.029,0,-0.002,,,,,
-0.025,-0.004,0.002,,,,,
-0.031,-0.007,0.001,,,,,
-0.041,-0.004,0.002,,,,,
-0.036,-0.002,0.001,,,,,
-0.03,-0.002,0.001,,,,,
-0.03,0.002,0.006,,,,,
-0.029,0.001,0.005,,,,,
-0.03,-0.007,0.001,,,,,
-0.035,-0.009,0.004,,,,,
-0.032,-0.003,0.008,,,,,
-0.028,-0.001,0.006,,,,,
-0.031,-0.001,0.005,,,,,
-0.029,0.004,0.013,,,,,
-0.019,0.005,0.016,,,,,
-0.019,0.006,0.008,,,,,
-0.025,0.007,0.004,,,,,
-0.022,0.005,0.009,,,,,
-0.017,0.003,0.013,,,,,
-0.019,0.003,0.01,,,,,
-0.022,0.006,0.013,,,,,
-0.023,0.013,0.013,,,,,
-0.019,0.015,0.003,,,,,
-0.011,0.012,-0.002,,,,,
-0.01,0.015,0.004,,,,,
-0.013,0.02,0.008,,,,,
-0.014,0.02,0.01,,,,,
-0.012,0.018,0.008,,,,,
-0.011,0.018,0.004,,,,,
-0.011,0.02,0.004,,,,,
-0.008,0.021,0.008,,,,,
-0.007,0.02,0.008,,,,,
-0.006,0.014,0.004,,,,,
-0.004,0.009,0.002,,,,,
-0.005,0.011,0.001,,,,,
-0.009,0.017,0.001,,,,,
-0.008,0.016,0.004,,,,,
0,0.009,0.002,,,,,
0.006,0.004,-0.004,,,,,
0.006,0.007,0.001,,,,,
0.005,0.01,0.008,,,,,
0.006,0.008,0.007,,,,,
0.005,0.013,0.004,,,,,
0.007,0.021,0.005,,,,,
0.012,0.022,0.011,,,,,
0.018,0.022,0.013,,,,,
0.024,0.023,0.004,,,,,
0.031,0.018,-0.005,,,,,
0.034,0.012,-0.001,,,,,
0.031,0.02,0.007,,,,,
0.032,0.027,-0.001,,,,,
0.04,0.024,-0.004,,,,,
0.044,0.026,0.006,,,,,
0.041,0.033,0.009,,,,,
0.042,0.03,0.005,,,,,
0.045,0.024,0.009,,,,,
0.049,0.029,0.013,,,,,
0.052,0.032,0.011,,,,,
0.046,0.029,0.008,,,,,
0.039,0.027,0.008,,,,,
0.039,0.027,0.008,,,,,
0.042,0.027,0.005,,,,,
0.048,0.027,-0.002,,,,,
0.051,0.025,-0.002,,,,,
0.048,0.021,-0.001,,,,,
0.046,0.018,-0.006,,,,,
0.05,0.012,-0.01,,,,,
0.052,0.009,-0.008,,,,,
0.045,0.013,-0.006,,,,,
0.034,0.017,-0.005,,,,,
0.028,0.016,-0.005,,,,,
0.033,0.014,-0.008,,,,,
0.04,0.01,-0.008,,,,,
0.042,0.008,-0.005,,,,,
0.036,0.012,-0.003,,,,,
0.027,0.017,-0.007,,,,,
0.025,0.017,-0.016,,,,,
0.027,0.015,-0.017,,,,,
0.021,0.012,-0.011,,,,,
0.013,0.011,-0.009,,,,,
0.008,0.012,-0.013,,,,,
0.008,0.012,-0.013,,,,,
0.007,0.008,-0.009,,,,,
0.001,0.005,-0.007,,,,,
-0.002,0.008,-0.005,,,,,
-0.003,0.009,-0.006,,,,,
-0.009,0.002,-0.009,,,,,
-0.017,-0.003,-0.009,,,,,
-0.017,-0.001,-0.002,,,,,
-0.01,-0.003,0.004,,,,,
-0.012,-0.007,-0.004,,,,,
-0.022,-0.008,-0.016,,,,,
-0.023,-0.01,-0.016,,,,,
-0.017,-0.013,-0.013,,,,,
-0.023,-0.012,-0.017,,,,,
-0.031,-0.012,-0.017,,,,,
-0.03,-0.015,-0.013,,,,,
-0.03,-0.014,-0.011,,,,,
-0.029,-0.009,-0.01,,,,,
-0.022,-0.007,-0.007,,,,,
-0.019,-0.009,-0.008,,,,,
-0.022,-0.012,-0.011,,,,,
-0.019,-0.01,-0.01,,,,,
-0.013,-0.007,-0.005,,,,,
-0.012,-0.009,-0.001,,,,,
-0.01,-0.012,-0.004,,,,,
-0.008,-0.01,-0.007,,,,,
-0.01,-0.012,-0.006,,,,,
-0.009,-0.017,-0.01,,,,,
0.001,-0.013,-0.018,,,,,
0.009,-0.006,-0.015,,,,,
0.003,-0.006,-0.009,,,,,
-0.005,-0.004,-0.01,,,,,
-0.001,0,-0.01,,,,,
0.005,0.003,-0.007,,,,,
0.01,0.005,-0.01,,,,,
0.014,0.006,-0.014,,,,,
0.013,0.003,-0.017,,,,,
0.012,0.002,-0.017,,,,,
0.015,0.007,-0.016,,,,,
0.018,0.011,-0.016,,,,,
0.02,0.012,-0.014,,,,,
